kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
K01245.01,Kepler-798 b,CONFIRMED,13.71933369,5.73E-05,-5.73E-05,0.0685,0.3501,-0.0684,5.5426,0.0836,-0.0836,3.25E+02,7.90E+00,-7.90E+00,0.016606,4.82E-04,-2.05E-04,0.71014,0.05085,-0.18109,2.1,1.09E+00,-2.60E-01,0.118,,,887,,,146.64,224.55,-50.87,19.19,1.4,-1.4,46.8,1,6428,143,-255,4.377,0.073,-0.306,-0.1,0.2,-0.32,1.156,0.604,-0.143,1.16,0.247,-0.169
K01257.01,Kepler-420 b,CONFIRMED,86.64763676,4.33E-05,-4.33E-05,0.0155,0.1467,-0.0154,4.2624,0.0145,-0.0145,8.20E+03,3.77E+01,-3.77E+01,0.081335,3.94E-04,-2.01E-04,11.92839,0.01415,-0.76772,7.62,6.38E+00,-9.10E-01,0.3529,,,366,,,4.24,12.1,-1.29,167.911,0.199,-0.199,252.3,1,5321,180,-146,4.463,0.099,-0.51,-0.16,0.36,-0.26,0.858,0.718,-0.102,0.779,0.16,-0.059
K01258.01,Kepler-281 c,CONFIRMED,36.33730238,8.81E-05,-8.81E-05,0.8244,0.0244,-0.0855,7.008,0.197,-0.197,2.93E+03,3.79E+01,-3.79E+01,0.055873,6.94E-04,-2.66E-03,0.25617,0.11289,-0.07609,5.39,2.04E+00,-4.10E-01,0.2137,,,513,,,16.36,18.38,-3.94,26.1,11.5,-11.5,92.1,3,5717,165,-166,4.538,0.027,-0.275,0,0.22,-0.28,0.884,0.333,-0.067,0.984,0.093,-0.109
K01258.02,Kepler-281 b,CONFIRMED,14.64627064,9.79E-05,-9.79E-05,0.4244,0.0551,-0.4243,5.632,0.158,-0.158,6.81E+02,2.60E+01,-2.60E+01,0.024134,4.89E-04,-1.08E-03,0.5611,0.27615,-0.07635,2.33,8.80E-01,-1.80E-01,0.1166,,,694,,,54.95,61.76,-13.23,18.53,9.1,-9.1,28.2,3,5717,165,-166,4.538,0.027,-0.275,0,0.22,-0.28,0.884,0.333,-0.067,0.984,0.093,-0.109
K01261.01,Kepler-799 b,CONFIRMED,133.4605235,2.53E-04,-2.53E-04,0.4974,0.0575,-0.1839,11.611,0.116,-0.116,5.29E+03,3.54E+01,-3.54E+01,0.068245,3.10E-04,-1.62E-03,0.60774,0.16971,-0.09257,7.54,3.65E+00,-6.50E-01,0.5307,,,369,,,4.4,6.31,-1.26,83,23.2,-23.2,159.1,2,6063,156,-235,4.476,0.041,-0.321,0.07,0.19,-0.29,1.012,0.489,-0.087,1.117,0.224,-0.146
K01264.01,Kepler-800 b,CONFIRMED,14.13176026,4.27E-05,-4.27E-05,0.6685,0.0001,-0.5112,3.854,0.0825,-0.0825,1.12E+03,3.15E+01,-3.15E+01,0.032321,3.01E-03,-1.86E-03,1.0156,1.22233,-0.17605,2.91,1.22E+00,-2.30E-01,0.1107,,,677,,,49.68,62.68,-11.75,22.05,8.8,-8.8,40.1,1,5626,164,-150,4.563,0.029,-0.283,-0.16,0.28,-0.26,0.824,0.346,-0.064,0.905,0.094,-0.088
K01266.01,Kepler-801 b,CONFIRMED,11.41928253,2.44E-05,-2.44E-05,0.4979,0.0481,-0.4292,3.9867,0.0658,-0.0658,9.52E+02,2.00E+01,-2.00E+01,0.028926,8.70E-05,-1.06E-03,1.11181,0.66914,-0.00764,1.55,2.50E-01,-2.50E-01,0.0793,,,419,,,7.29,4.95,-2.69,19.72,5.9,-5.9,56.1,1,3822,212,,4.765,0.098,-0.098,-0.21,0.12,-0.12,0.49,0.08,-0.08,0.51,0.08,-0.08
K01270.01,Kepler-57 b,CONFIRMED,5.729328624,5.89E-06,-5.89E-06,0.9155,0.0123,-0.3267,1.2501,0.0585,-0.0585,8.74E+02,2.21E+01,-2.21E+01,0.033651,1.45E-04,-4.96E-03,2.74529,15.2145,-1.15749,2.91,6.50E-01,-2.20E-01,0.06,,,853,,,124.97,87.52,-29.03,16.83,7.8,-7.8,51.1,2,5324,166,-140,4.585,0.026,-0.15,-0.04,0.28,-0.28,0.791,0.179,-0.06,0.884,0.066,-0.098
K01270.02,Kepler-57 c,CONFIRMED,11.60907117,3.67E-05,-3.67E-05,1.5079,0.474,-0.2131,2.757,0.145,-0.145,5.18E+02,2.32E+01,-2.32E+01,0.528449,4.71E-01,-2.05E-01,0.07686,0.01771,-0.01654,45.65,1.03E+01,-3.47E+00,0.0961,,,674,,,48.72,34.11,-11.32,8.18,1.9,-1.9,27.7,2,5324,166,-140,4.585,0.026,-0.15,-0.04,0.28,-0.28,0.791,0.179,-0.06,0.884,0.066,-0.098
K01273.01,Kepler-802 b,CONFIRMED,40.0587473,1.09E-04,-1.09E-04,0.8075,0.014,-0.5596,5.533,0.126,-0.126,1.27E+03,2.46E+01,-2.46E+01,0.036359,1.77E-04,-3.49E-03,0.54727,1.49023,-0.16202,3.46,1.43E+00,-2.60E-01,0.2272,,,490,,,13.66,16.71,-3.14,35.9,16.3,-16.3,63.1,1,5674,157,-149,4.545,0.027,-0.294,0,0.22,-0.28,0.872,0.359,-0.065,0.972,0.089,-0.104
K01275.01,Kepler-803 b,CONFIRMED,50.28638192,8.86E-05,-8.86E-05,0.1226,0.1969,-0.1226,6.3668,0.0454,-0.0454,1.17E+03,1.35E+01,-1.35E+01,0.031049,4.31E-04,-2.64E-04,1.76339,0.05276,-0.34735,3.2,1.25E+00,-3.80E-01,0.2551,,,479,,,12.44,14.28,-3.73,61.77,1.8,-1.8,95.4,1,5642,154,-139,4.429,0.096,-0.256,-0.14,0.3,-0.24,0.945,0.367,-0.114,0.875,0.119,-0.067
K01278.01,Kepler-282 d,CONFIRMED,24.80568031,9.14E-05,-9.14E-05,0.1259,0.2931,-0.1258,6.1513,0.0902,-0.0902,6.65E+02,1.80E+01,-1.80E+01,0.02374,6.49E-04,-3.52E-04,0.94311,0.07825,-0.23799,2.3,9.40E-01,-1.80E-01,0.1648,,,624,,,35.94,43.13,-8.85,31.3,2.6,-2.6,37.9,4,6102,163,-178,4.528,0.034,-0.298,-0.38,0.28,-0.3,0.887,0.361,-0.07,0.968,0.101,-0.12
K01278.02,Kepler-282 e,CONFIRMED,44.3470995,1.63E-04,-1.63E-04,0.092,0.3263,-0.0918,6.399,0.103,-0.103,8.44E+02,2.20E+01,-2.20E+01,0.026731,7.38E-04,-3.83E-04,1.52699,0.03158,-0.53421,2.59,1.05E+00,-2.10E-01,0.2427,,,515,,,16.57,19.89,-4.08,54.15,1.1,-1.1,40.5,4,6102,163,-178,4.528,0.034,-0.298,-0.38,0.28,-0.3,0.887,0.361,-0.07,0.968,0.101,-0.12
K01278.03,Kepler-282 b,CONFIRMED,9.2206889,1.49E-04,-1.49E-04,0.1747,0.2658,-0.1744,4.569,0.275,-0.275,1.37E+02,1.28E+01,-1.28E+01,0.010781,4.50E-04,-7.81E-04,0.80622,0.07329,-0.36681,1.04,4.30E-01,-8.00E-02,0.0852,,,868,,,134.48,161.35,-33.13,15.36,1.4,-1.4,11.4,4,6102,163,-178,4.528,0.034,-0.298,-0.38,0.28,-0.3,0.887,0.361,-0.07,0.968,0.101,-0.12
K01278.04,Kepler-282 c,CONFIRMED,13.639525,2.32E-04,-2.32E-04,0.5004,0.0338,-0.4402,5.449,0.286,-0.286,1.79E+02,1.42E+01,-1.42E+01,0.012608,3.55E-04,-8.71E-04,0.4863,0.29529,-0.10107,1.22,5.00E-01,-1.00E-01,0.1106,,,762,,,79.81,95.74,-19.66,16.85,5.1,-5.1,13.2,4,6102,163,-178,4.528,0.034,-0.298,-0.38,0.28,-0.3,0.887,0.361,-0.07,0.968,0.101,-0.12
K01279.01,Kepler-804 b,CONFIRMED,14.37457351,3.24E-05,-3.24E-05,0.0243,0.4088,-0.0243,4.782,0.057,-0.057,3.46E+02,6.70E+00,-6.70E+00,0.016889,5.03E-04,-2.03E-04,1.16591,0.03924,-0.35192,1.9,3.40E-01,-1.80E-01,0.1138,,,767,,,81.7,40.95,-20.45,23.352,0.786,-0.786,57.4,2,5775,111,-117,4.389,0.089,-0.139,-0.04,0.14,-0.14,1.031,0.185,-0.101,0.95,0.066,-0.061
K01279.02,Kepler-804 c,CONFIRMED,9.65185017,5.01E-05,-5.01E-05,0.7707,0.0857,-0.5171,4.457,0.131,-0.131,1.08E+02,5.80E+00,-5.80E+00,0.010429,1.36E-03,-9.57E-04,0.25901,0.58401,-0.20792,1.17,2.10E-01,-1.10E-01,0.0873,,,875,,,138.84,69.57,-34.75,10.84,4.9,-4.9,19.2,2,5775,111,-117,4.389,0.089,-0.139,-0.04,0.14,-0.14,1.031,0.185,-0.101,0.95,0.066,-0.061
K01282.01,Kepler-805 b,CONFIRMED,30.8638931,1.26E-04,-1.26E-04,0.7687,0.0713,-0.5295,8.421,0.113,-0.113,2.50E+02,4.90E+00,-4.90E+00,0.015804,5.08E-04,-1.28E-03,0.12808,0.25443,-0.06798,2.75,8.00E-02,-9.00E-02,0.1996,,,752,,,75.47,9.83,-8.88,18.61,9.2,-9.2,61.3,1,6034,92,-92,4.08,0.018,-0.018,-0.14,0.101,-0.101,1.592,0.05,-0.05,1.12,0.083,-0.083
K01283.01,Kepler-806 b,CONFIRMED,8.09219642,3.30E-05,-3.30E-05,0.9083,0.0113,-0.6372,5.455,0.11,-0.11,6.48E+01,2.00E+00,-2.00E+00,0.008845,3.10E-05,-1.33E-03,0.03749,0.33229,-0.00286,1.86,5.60E-01,-4.20E-01,0.0786,,,1235,,,549.98,459.27,-240.98,5.06,2.5,-2.5,37.7,1,5662,115,-102,3.865,0.17,-0.15,-0.38,0.14,-0.14,1.922,0.579,-0.428,0.989,0.203,-0.122
K01288.01,Kepler-807 b,CONFIRMED,117.9310878,8.60E-05,-8.60E-05,0.5521,0.0585,-0.0909,5.8091,0.0714,-0.0714,8.93E+03,5.36E+01,-5.36E+01,0.089774,6.65E-04,-1.38E-03,4.20898,0.9199,-0.53932,10.89,5.68E+00,-1.22E+00,0.4809,,,428,,,7.95,12.38,-2.51,145.7,31.8,-31.8,215.3,1,6387,162,-221,4.374,0.078,-0.306,-0.22,0.24,-0.3,1.111,0.579,-0.125,1.061,0.246,-0.105
K01298.01,Kepler-283 b,CONFIRMED,11.00815926,1.77E-05,-1.77E-05,0.8585,0.0106,-0.5943,2.183,0.101,-0.101,1.51E+03,4.22E+01,-4.22E+01,0.041394,7.35E-04,-5.44E-03,1.83327,9.57582,-0.268,3.25,5.00E-01,-4.90E-01,0.0884,,,653,,,43.04,29.31,-27.2,22.7,10.8,-10.8,44.3,2,5189,314,-798,4.604,0.095,-0.095,-0.37,0.14,-0.14,0.72,0.11,-0.11,0.76,0.12,-0.12
K01298.02,Kepler-283 c,CONFIRMED,92.749023,1.13E-03,-1.13E-03,1.4541,0.1784,-0.4962,7.695,0.516,-0.516,1.39E+03,8.74E+01,-8.74E+01,0.491862,1.79E-01,-4.46E-01,0.06394,0.02327,-0.01504,38.67,5.91E+00,-5.91E+00,0.3661,,,321,,,2.51,1.71,-1.59,30.7,11.2,-11.2,19.2,2,5189,314,-798,4.604,0.095,-0.095,-0.37,0.14,-0.14,0.72,0.11,-0.11,0.76,0.12,-0.12
K01299.01,Kepler-432 b,CONFIRMED,52.5010768,1.42E-04,-1.42E-04,0.0624,0.3174,-0.0623,14.9315,0.0805,-0.0805,9.43E+02,9.70E+00,-9.70E+00,0.027276,6.33E-04,-2.23E-04,0.1435,0.00288,-0.03608,12.39,3.60E-01,-3.60E-01,0.3036,,,816,,,104.6,13.2,-11.97,27.549,0.553,-0.553,117.9,1,4995,78,-78,3.331,0.008,-0.008,-0.07,0.101,-0.101,4.16,0.12,-0.12,1.353,0.101,-0.101
K01300.01,Kepler-808 b,CONFIRMED,0.631332353,3.47E-07,-3.47E-07,0.12,0.3676,-0.1198,1.1076,0.0201,-0.0201,4.50E+02,6.10E+00,-6.10E+00,0.01906,6.41E-04,-3.43E-04,4.17487,0.11353,-1.55308,1.1,8.00E-02,-8.00E-02,0.0116,,,1324,,,726.72,223.26,-183.19,4.447,0.121,-0.121,100,1,4441,142,-137,4.71,0.054,-0.034,-0.98,0.3,-0.3,0.53,0.039,-0.042,0.526,0.042,-0.028
K01301.01,Kepler-284 b,CONFIRMED,12.69902995,4.63E-05,-4.63E-05,0.413,0.0762,-0.3855,2.9216,0.0925,-0.0925,8.55E+02,3.31E+01,-3.31E+01,0.027024,5.55E-04,-1.10E-03,3.57325,1.42035,-0.55867,2.44,8.70E-01,-1.90E-01,0.1032,,,701,,,57.09,60.12,-13.62,31.2,12.4,-12.4,28.1,2,5614,158,-147,4.561,0.03,-0.244,-0.14,0.28,-0.28,0.827,0.294,-0.066,0.908,0.086,-0.094
K01301.02,Kepler-284 c,CONFIRMED,37.5140693,2.05E-04,-2.05E-04,0.6545,0.0217,-0.5095,5.345,0.154,-0.154,1.04E+03,3.91E+01,-3.91E+01,0.031058,8.02E-03,-1.76E-03,1.0484,1.36681,-0.03836,2.8,1.00E+00,-2.20E-01,0.2125,,,489,,,13.46,14.18,-3.21,42.7,18.6,-18.6,28.4,2,5614,158,-147,4.561,0.03,-0.244,-0.14,0.28,-0.28,0.827,0.294,-0.066,0.908,0.086,-0.094
K01302.01,Kepler-809 b,CONFIRMED,55.63934,1.83E-04,-1.83E-04,0.5319,0.053,-0.4304,7.119,0.112,-0.112,8.96E+02,2.10E+01,-2.10E+01,0.028188,3.33E-03,-7.54E-04,0.88628,0.53801,-0.08246,2.96,1.17E+00,-2.70E-01,0.2901,,,478,,,12.33,14.4,-3.44,52.5,15.9,-15.9,50.9,1,5949,163,-200,4.493,0.042,-0.286,0,0.2,-0.3,0.962,0.38,-0.087,1.05,0.159,-0.133
K01304.01,Kepler-810 b,CONFIRMED,4.59725385,3.00E-05,-3.00E-05,0.3034,0.1548,-0.3033,2.823,0.163,-0.163,3.26E+02,2.48E+01,-2.48E+01,0.016655,9.50E-04,-6.07E-04,1.58179,0.3905,-0.66756,1.74,6.70E-01,-1.50E-01,0.055,,,1105,,,352.4,394.2,-98.29,12.09,3,-3,16.2,1,5999,163,-205,4.494,0.042,-0.276,-0.06,0.22,-0.3,0.959,0.364,-0.086,1.045,0.15,-0.129
K01305.01,Kepler-285 b,CONFIRMED,2.633857233,6.76E-06,-6.76E-06,0.1869,0.251,-0.1869,2.0872,0.0692,-0.0692,3.13E+02,1.28E+01,-1.28E+01,0.015996,6.62E-04,-3.54E-04,2.44783,0.45413,-0.6795,1.4,4.50E-01,-1.00E-01,0.0359,,,1125,,,378.84,369.89,-85.73,9.65,1.8,-1.8,29.4,2,5400,171,-138,4.579,0.026,-0.206,-0.06,0.28,-0.26,0.801,0.257,-0.059,0.895,0.073,-0.094
K01305.02,Kepler-285 c,CONFIRMED,6.18666218,4.31E-05,-4.31E-05,0.126,0.3433,-0.1258,2.983,0.179,-0.179,1.99E+02,1.55E+01,-1.55E+01,0.012705,6.27E-04,-7.22E-04,1.99799,0.25032,-0.92571,1.11,3.60E-01,-8.00E-02,0.0634,,,847,,,121.47,118.6,-27.49,15.93,2,-2,15.9,2,5400,171,-138,4.579,0.026,-0.206,-0.06,0.28,-0.26,0.801,0.257,-0.059,0.895,0.073,-0.094
K01306.01,Kepler-286 b,CONFIRMED,1.796324389,5.87E-06,-5.87E-06,0.2316,0.2431,-0.2315,1.9923,0.0856,-0.0856,2.27E+02,1.17E+01,-1.17E+01,0.013859,6.53E-04,-3.59E-04,1.86513,0.48761,-0.58327,1.37,5.90E-01,-1.10E-01,0.0289,,,1476,,,1122.23,1431.96,-285.74,6.83,1.8,-1.8,22.4,4,5970,163,-182,4.521,0.034,-0.307,-0.18,0.25,-0.28,0.908,0.39,-0.074,0.996,0.123,-0.123
K01306.02,Kepler-286 c,CONFIRMED,3.46808239,1.54E-05,-1.54E-05,0.1415,0.3083,-0.1415,2.366,0.106,-0.106,2.63E+02,1.43E+01,-1.43E+01,0.014856,5.98E-04,-4.62E-04,2.25157,0.25182,-0.87227,1.47,6.40E-01,-1.20E-01,0.0448,,,1186,,,467,595.9,-118.9,11.27,1.3,-1.3,20.2,4,5970,163,-182,4.521,0.034,-0.307,-0.18,0.25,-0.28,0.908,0.39,-0.074,0.996,0.123,-0.123
K01306.03,Kepler-286 d,CONFIRMED,5.91428767,3.41E-05,-3.41E-05,0.3214,0.1088,-0.3213,2.678,0.144,-0.144,2.60E+02,1.77E+01,-1.77E+01,0.014884,5.90E-04,-6.61E-04,2.32177,0.6316,-0.7933,1.48,6.30E-01,-1.20E-01,0.064,,,992,,,228.83,291.99,-58.26,16.25,4.4,-4.4,16.3,4,5970,163,-182,4.521,0.034,-0.307,-0.18,0.25,-0.28,0.908,0.39,-0.074,0.996,0.123,-0.123
K01306.04,Kepler-286 e,CONFIRMED,29.2215101,2.23E-04,-2.23E-04,0.2,0.2596,-0.1999,3.833,0.182,-0.182,3.88E+02,3.09E+01,-3.09E+01,0.018086,9.18E-04,-8.27E-04,4.35378,0.59045,-1.85661,1.79,7.70E-01,-1.40E-01,0.1857,,,582,,,27.18,34.68,-6.92,58.14,7.9,-7.9,13.2,4,5970,163,-182,4.521,0.034,-0.307,-0.18,0.25,-0.28,0.908,0.39,-0.074,0.996,0.123,-0.123
K01307.01,Kepler-287 c,CONFIRMED,44.8521071,1.54E-04,-1.54E-04,0.9112,0.0147,-0.6519,3.83,0.128,-0.128,8.22E+02,2.63E+01,-2.63E+01,0.031699,5.51E-04,-5.14E-03,0.76343,7.71608,-0.13617,3.5,1.32E+00,-4.40E-01,0.2428,,,522,,,17.59,19.55,-5.59,43.3,20.8,-20.8,36.5,2,5800,161,-161,4.404,0.095,-0.255,-0.08,0.26,-0.28,1.012,0.38,-0.128,0.947,0.135,-0.091
K01307.02,Kepler-287 b,CONFIRMED,20.34234237,5.94E-05,-5.94E-05,0.3406,0.1224,-0.3404,2.2305,0.0952,-0.0952,5.57E+02,2.41E+01,-2.41E+01,0.021742,6.35E-04,-7.12E-04,13.82309,3.84266,-4.01924,2.4,9.00E-01,-3.00E-01,0.1433,,,680,,,50.51,56.12,-16.07,67.1,18.7,-18.7,28.7,2,5800,161,-161,4.404,0.095,-0.255,-0.08,0.26,-0.28,1.012,0.38,-0.128,0.947,0.135,-0.091
K01308.01,Kepler-811 b,CONFIRMED,23.58447697,7.60E-05,-7.60E-05,0.6342,0.2752,-0.4191,5.464,0.0858,-0.0858,4.45E+02,1.16E+01,-1.16E+01,0.020263,2.75E-03,-8.85E-04,0.62326,0.63909,-0.02368,2.07,8.50E-01,-1.80E-01,0.1612,,,635,,,38.49,45.82,-10.22,26.36,9,-9,44.1,1,5973,147,-174,4.496,0.044,-0.294,-0.14,0.24,-0.3,0.937,0.384,-0.085,1.005,0.128,-0.125
K01309.01,Kepler-812 b,CONFIRMED,10.11716531,2.53E-05,-2.53E-05,0.8984,0.0342,-0.6126,4.939,0.108,-0.108,3.05E+02,6.70E+00,-6.70E+00,0.018635,8.41E-04,-2.21E-03,0.08019,0.62461,-0.03527,3.16,1.93E+00,-6.20E-01,0.1021,,,1228,,,538.23,998.58,-246.83,7.57,3.7,-3.7,52.2,1,7138,179,-311,4.197,0.117,-0.344,-0.2,0.27,-0.4,1.554,0.945,-0.304,1.393,0.289,-0.282
K01310.01,Kepler-813 b,CONFIRMED,19.12947337,7.46E-05,-7.46E-05,0.5396,0.0229,-0.4366,3.757,0.0872,-0.0872,5.16E+02,1.84E+01,-1.84E+01,0.021455,3.20E-03,-6.91E-04,1.98618,1.40807,-0.04591,2.27,9.50E-01,-2.00E-01,0.1424,,,698,,,56.04,68.16,-15.16,33.7,12,-12,31.9,1,6061,148,-190,4.486,0.044,-0.298,-0.1,0.22,-0.3,0.97,0.406,-0.087,1.05,0.177,-0.132
K01312.01,Kepler-814 b,CONFIRMED,6.1469851,2.50E-05,-2.50E-05,0.7715,0.0063,-0.5676,3.392,0.112,-0.112,2.50E+02,1.20E+01,-1.20E+01,0.015819,2.25E-03,-1.24E-03,0.3885,0.92783,-0.03582,1.78,8.30E-01,-1.50E-01,0.0676,,,1093,,,337.87,458.19,-88.28,9.19,4.4,-4.4,24,1,6341,159,-198,4.446,0.044,-0.295,-0.24,0.24,-0.28,1.033,0.476,-0.087,1.083,0.221,-0.113
K01314.01,Kepler-815 b,CONFIRMED,8.57503552,5.91E-05,-5.91E-05,0.0218,0.4084,-0.0216,8.545,0.155,-0.155,1.65E+02,5.10E+00,-5.10E+00,0.01142,4.30E-04,-2.50E-04,0.12089,0.00683,-0.03874,4.43,1.30E-01,-1.30E-01,0.0905,,,1394,,,893.72,110.68,-100.56,7.774,0.439,-0.439,38.2,1,5048,75,-75,3.465,0.01,-0.01,-0.03,0.101,-0.101,3.549,0.104,-0.104,1.345,0.102,-0.102
K01320.01,Kepler-816 b,CONFIRMED,10.50682565,3.82E-06,-3.82E-06,0.0307,0.2227,-0.0306,3.7432,0.0181,-0.0181,1.53E+04,5.15E+01,-5.15E+01,0.109971,1.05E-03,-3.30E-04,2.31041,0.0057,-0.2545,9.41,1.89E+00,-6.40E-01,0.0893,,,669,,,47.48,32.78,-11.22,23.8008,0.0587,-0.0587,369.2,1,5122,209,-160,4.583,0.025,-0.129,0.1,0.26,-0.26,0.784,0.157,-0.054,0.859,0.075,-0.08
K01323.01,Kepler-817 b,CONFIRMED,3.990106229,1.36E-06,-1.36E-06,0.5693,0.0885,-0.2851,2.4269,0.0479,-0.0479,7.17E+03,3.78E+01,-3.78E+01,0.080475,1.40E-05,-3.39E-03,1.83554,1.09063,-0.31241,8.02,3.00E+00,-6.90E-01,0.0493,,,1125,,,378.53,423.2,-105.12,11.56,3.4,-3.4,254.3,1,5926,174,-210,4.519,0.035,-0.274,-0.12,0.24,-0.28,0.913,0.341,-0.079,1.004,0.108,-0.126
K01325.01,Kepler-818 b,CONFIRMED,10.03538581,6.59E-06,-6.59E-06,0.0217,0.2835,-0.0217,3.4185,0.0237,-0.0237,3.10E+03,2.44E+01,-2.44E+01,0.050751,6.11E-04,-3.13E-04,2.45874,0.02309,-0.49972,4.69,1.72E+00,-3.80E-01,0.0892,,,793,,,93.54,100.1,-23.17,23.567,0.221,-0.221,148.5,1,5835,156,-165,4.554,0.031,-0.264,-0.24,0.28,-0.28,0.847,0.309,-0.069,0.935,0.092,-0.11
K01329.01,Kepler-819 b,CONFIRMED,33.1995648,1.17E-04,-1.17E-04,0.0676,0.3774,-0.0675,5.0135,0.0969,-0.0969,1.18E+03,3.63E+01,-3.63E+01,0.030827,1.35E-03,-3.71E-04,2.41873,0.09183,-0.86893,2.56,6.90E-01,-1.90E-01,0.1899,,,468,,,11.37,9.51,-2.65,52.04,2,-2,40.3,1,5307,173,-143,4.594,0.029,-0.16,-0.18,0.36,-0.28,0.76,0.206,-0.057,0.83,0.097,-0.088
K01332.01,Kepler-288 c,CONFIRMED,19.30577159,7.81E-05,-7.81E-05,0.1287,0.3095,-0.1287,4.2752,0.0763,-0.0763,8.05E+02,2.30E+01,-2.30E+01,0.025959,6.42E-04,-6.37E-04,2.19838,0.09472,-0.73878,3.03,1.07E+00,-4.80E-01,0.1375,,,728,,,66.23,71.08,-24.95,35.12,1.5,-1.5,38.2,3,5918,185,-193,4.349,0.131,-0.239,-0.22,0.29,-0.28,1.068,0.378,-0.167,0.931,0.142,-0.093
K01332.02,Kepler-288 b,CONFIRMED,6.09750607,4.94E-05,-4.94E-05,0.1768,0.2596,-0.1767,3.216,0.147,-0.147,2.37E+02,1.59E+01,-1.59E+01,0.014095,7.60E-04,-3.95E-04,1.54335,0.16391,-0.61806,1.64,5.90E-01,-2.50E-01,0.0638,,,1068,,,307.62,330.17,-115.88,14.48,1.5,-1.5,16.9,3,5918,185,-193,4.349,0.131,-0.239,-0.22,0.29,-0.28,1.068,0.378,-0.167,0.931,0.142,-0.093
K01332.03,Kepler-288 d,CONFIRMED,56.6388791,8.03E-04,-8.03E-04,0.9585,0.0089,-0.6679,8.043,0.575,-0.575,6.85E+02,3.50E+01,-3.50E+01,0.031006,2.80E-04,-7.09E-03,0.0505,1.62611,-0.0067,3.62,1.28E+00,-5.70E-01,0.2818,,,508,,,15.77,16.92,-5.94,20.5,10.1,-10.1,23.7,3,5918,185,-193,4.349,0.131,-0.239,-0.22,0.29,-0.28,1.068,0.378,-0.167,0.931,0.142,-0.093
K01335.01,Kepler-820 b,CONFIRMED,127.8338098,3.08E-04,-3.08E-04,0.45,0.2982,-0.2594,10.8773,0.095,-0.095,1.92E+03,2.22E+01,-2.22E+01,0.041035,2.21E-03,-7.71E-04,0.69313,0.2724,-0.00953,7.57,3.32E+00,-2.61E+00,0.5102,,,498,,,14.54,19.25,-9.08,84.3,33.1,-33.1,103.2,1,6205,182,-205,4.017,0.317,-0.214,-0.28,0.3,-0.3,1.689,0.741,-0.582,1.084,0.292,-0.168
K01336.01,Kepler-58 b,CONFIRMED,10.21866016,5.10E-05,-5.10E-05,0.9516,0.0076,-0.6628,4.534,0.209,-0.209,5.10E+02,1.99E+01,-1.99E+01,0.026216,7.39E-04,-4.96E-03,0.05417,1.45554,-0.00667,3.1,1.37E+00,-3.80E-01,0.0927,,,920,,,169.13,222.84,-56.32,6.69,3.3,-3.3,26.5,4,6100,165,-211,4.376,0.091,-0.282,-0.12,0.24,-0.3,1.083,0.48,-0.134,1.017,0.198,-0.116
K01336.02,Kepler-58 c,CONFIRMED,15.57363551,9.23E-05,-9.23E-05,0.9193,0.0267,-0.6416,4.824,0.314,-0.314,5.00E+02,2.34E+01,-2.34E+01,0.024735,4.00E-06,-4.00E-03,0.10975,1.37772,-0.04498,2.93,1.29E+00,-3.70E-01,0.1228,,,799,,,96.38,126.98,-32.09,11.21,5.4,-5.4,28.3,4,6100,165,-211,4.376,0.091,-0.282,-0.12,0.24,-0.3,1.083,0.48,-0.134,1.017,0.198,-0.116
K01336.03,Kepler-58 d,CONFIRMED,40.1014272,3.15E-04,-3.15E-04,0.9337,0.0163,-0.6731,5.732,0.367,-0.367,6.17E+02,3.74E+01,-3.74E+01,0.028007,1.24E-03,-5.50E-03,0.14334,2.4144,-0.05152,3.31,1.47E+00,-4.10E-01,0.2307,,,583,,,27.31,35.98,-9.1,23,11.4,-11.4,19.6,4,6100,165,-211,4.376,0.091,-0.282,-0.12,0.24,-0.3,1.083,0.48,-0.134,1.017,0.198,-0.116
K01337.01,Kepler-821 b,CONFIRMED,1.92279873,4.82E-06,-4.82E-06,0.1332,0.3031,-0.1332,1.9191,0.0642,-0.0642,2.71E+02,1.09E+01,-1.09E+01,0.014745,5.74E-04,-3.91E-04,2.35671,0.13589,-0.95869,1.25,2.50E-01,-1.00E-01,0.0282,,,1194,,,481.04,304.45,-117.12,7.723,0.445,-0.445,30.6,1,5155,172,-140,4.563,0.036,-0.119,-0.06,0.32,-0.26,0.778,0.153,-0.063,0.808,0.101,-0.073
